sample_id,image,text,label,cleaned_text
8808,8808.jpg,8808.txt,positive,Raise your hand if you want 5sos to win!!???????????? #ShesKindaHotVMA #BattleOfTheFangirls #5SOSFAMVOTEATTACK
22152,22152.jpg,22152.txt,positive,"""""Looking for Sheldon Cooper"""" #nerdhumour #geek #bigbangtheory"
18085,18085.jpg,18085.txt,negative,[Montreal]: 5 Reasons why you shouldn't drive in Montreal #traveltips #montreal
15431,15431.jpg,15431.txt,negative,warmongers anti peace jewish defence leage protest in front of #justintrudeau Jewish supporter fundraiser #toronto
9079,9079.jpg,9079.txt,negative,to whoever isnt voting #ShesKindaHotVMA
18127,18127.jpg,18127.txt,positive,#OTRATMONTREAL MY SIGN FOR THE SHOW IM DONE
19727,19727.jpg,19727.txt,positive,Enjoying this beautiful day with a walk in fishcreek park. #fishcreekpark #calgaryparks #calgarypaths #yyc
20057,20057.jpg,20057.txt,positive,ANSWER 7: True test to my Asian math skills. #GottaWorkForMyFood #BirthdayAdventure #Ottawa #GavingerHunt
16266,16266.jpg,16266.txt,positive,The closest thing to heaven #tearsforfears #thankyouclouds #toomuchsun #toronto
18401,18401.jpg,18401.txt,positive,Head over to our Instagram page to see more #montreal #Nightlife #clubbing #photography #sexy
12191,12191.jpg,12191.txt,positive,Rainy fall afternoon in Edmonton #wheresmysunshine #yeg #edmonton #fallishere
11127,11127.jpg,11127.txt,positive,Just been on a helicopter ride over niagra falls. #Canada #showoff
7823,7823.jpg,7823.txt,positive,Happy #nationaldogday to all those loving furry family members! #wolfie
18306,18306.jpg,18306.txt,positive,Having a lovely time w/ in #Montreal for #campaignforwool #cavadesoixxv
12861,12861.jpg,12861.txt,positive,The hits Jackson Square #HamOnt feat. & today & tomorrow. #HamOnt
15070,15070.jpg,15070.txt,positive,Finished #SplatfestNA as #TeamAutobots Queen. I had a high vibe meter & made lvl. 29. Best #Splatfest yet! #Splatoon
19244,19244.jpg,19244.txt,negative,#xfest is cancelled and tons of big name artists are in town. will any local venues be having them tonight? #yyc
20725,20725.jpg,20725.txt,negative,55 mm rain NW #Calgary in last 12 hours and still coming down
14406,14406.jpg,14406.txt,negative,***??????????***For A Limited Time***??????????*** #BookBoost #IARTG
6178,6178.jpg,6178.txt,negative,is she crazy? #MusicOverEverything
21618,21618.jpg,21618.txt,positive,Old school ad?
15471,15471.jpg,15471.txt,positive,i am happy #ROWYSOToronto
11741,11741.jpg,11741.txt,positive,at center of attention #yeg #ignitefestyeg
22743,22743.jpg,22743.txt,negative,York cops track laser kid with infrared cam …
5969,5969.jpg,5969.txt,negative,Gone to watch the Jays and guess who flew up here from the Rock? #cometogether #BlueJays
14917,14917.jpg,14917.txt,positive,#Startrails over my back yard.
21331,21331.jpg,21331.txt,negative,i am weak
18407,18407.jpg,18407.txt,positive,Harry's rant in one picture #OTRAMontreal
9854,9854.jpg,9854.txt,negative,You do not sell us out to #china and then get reelected #Fipa #Notpp #cdnpoli #elexn42
19712,19712.jpg,19712.txt,positive,Guess what time it is: #SmileCookie supporting #yyc NICU for get your #coofee (coffee+cookie)
7818,7818.jpg,7818.txt,positive,“: Happy #NationalDogDay 2 all 4 legged lovers.No truer bond then a boy & his dog UNCONDITIONAL LOVE
8704,8704.jpg,8704.txt,negative,#ShesKindaHotVMA We are kicking but ????
19845,19845.jpg,19845.txt,positive,Getting ready for the show of the year!!! #ACDC #OTTAWA
9159,9159.jpg,9159.txt,negative,So my family just tried kicking me off the tv no bitch #ShesKindaHotVMA
12167,12167.jpg,12167.txt,negative,{} #YEG Here's some science for ya. Should we be worried or dont bother to waste a breath?
9900,9900.jpg,9900.txt,negative,#TPP will sink the world economy #NoTpp #cdnpoli #obama #noTTIP
8888,8888.jpg,8888.txt,negative,I love 5h stans #ShesKindaHotVMA
12508,12508.jpg,12508.txt,negative,Pilot dead after small plane crashes in Stoney Creek soybean field. #HamOnt
19624,19624.jpg,19624.txt,negative,"#yyctraffic Better look at the semi crash that's closed 10th Street NW, and also ties up WB Memorial. #WTTruck"
6454,6454.jpg,6454.txt,negative,"Trust us, today's SPB is unreal - the artist AND the festival: #sziget2015 #music"
9427,9427.jpg,9427.txt,positive,Rt for this beast of beautiful man #ShesKindaHotVMA
3082,3082.jpg,3082.txt,negative,Should Canadians Put Their Trust In Justin? - The Justin Trudeau song! #canpoli #elxn42
22645,22645.jpg,22645.txt,negative,Front St at 6pm gridlocked both directions. Takes longer to get on Gardiner than driving to Oakville.
22497,22497.jpg,22497.txt,negative,Basically ??
4826,4826.jpg,4826.txt,negative,"By director , it starred (Varys) who I didn't recognize until the end. Good fun. #TIFF15"
22884,22884.jpg,22884.txt,negative,riend
21892,21892.jpg,21892.txt,negative,Lest we forget! #SyriaCrisis #IrishFamine #ThenandNow
2969,2969.jpg,2969.txt,negative,Is this why hasn't made refugee crisis a priority for 2 1/2 yrs. Underlings to blame? #elxn42 #polqc
14590,14590.jpg,14590.txt,negative,"Either I've been watching too much #StarWars, or #DarthVader has been messing with my #coffee again..."
12096,12096.jpg,12096.txt,negative,. Chief Rod Knecht says recent road deaths renew calls for law allowing police to seize vehicles. #yeg
11648,11648.jpg,11648.txt,negative,#yeg #yegdt. The roof on the arena is really coming along
17743,17743.jpg,17743.txt,positive,Impressive totems at Museum of Anthropology at UBC in #Vancouver #destinationBC #exploreBC
13838,13838.jpg,13838.txt,negative,“: #Casorati #Art #Arte #QuizzArt Greetings! :-)
18385,18385.jpg,18385.txt,negative,and Raven world renown Artist #Montreal #mtl #NDG
12236,12236.jpg,12236.txt,positive,Review: Nicki Minaj’s #PinkprintTour comes to an end in #Edmonton (by ) #Barbz #YEG
7753,7753.jpg,7753.txt,positive,It's #NationalDogDay and this is a photo of my 9lbs cat alphaing the shit out of my 80lbs dog
6626,6626.jpg,6626.txt,positive,"#NP ITP:""""Guilty(You'reTheOne)"""" #RT #radio #AirPlay #indierock #indiemusic"
14309,14309.jpg,14309.txt,positive,Meet The Fabulist's parents: ! Yes even friendly aliens have parents. #evLiving #yycarts #yycscience
10576,10576.jpg,10576.txt,positive,Awesome Handmade Nova Scotia Sock Monkeys! #halifax #novascotia #canada #usa
21454,21454.jpg,21454.txt,negative,like we already know he was gay... What colours the sky today while you're at it
9753,9753.jpg,9753.txt,negative,#Tarsands tailings ponds leak 4 billion L of #toxic water a year #cue the #oilTrolls #cdnpoli
7775,7775.jpg,7775.txt,positive,Thoughtfulness! #NationalDogDay
22352,22352.jpg,22352.txt,positive,Rare 2 Bed Corner #Condo Unit @ #CityCentre #Mississauga #yyzre
12295,12295.jpg,12295.txt,negative,#yegtraffic accident WB Stony Plain Rd. Just west of 184st.
13545,13545.jpg,13545.txt,positive,"“: Mansard Roof, 1923 by Edward Hopper #EdwardHopper #art"
18273,18273.jpg,18273.txt,positive,#Restaurant Las Palmas #Villeray #Montreal Very Good Salvadorian food!
16939,16939.jpg,16939.txt,negative,"They may be a bit older, but I'm gonna finally see #theProdigy at #RiotFest #Toronto! #OGEDM"
14150,14150.jpg,14150.txt,positive,Grosse Pointe welcomes Interiors home tonight. #artvan #luxury #furniture
3068,3068.jpg,3068.txt,negative,#Canada If you don't vote Grumpy 'Ole Demented Men choose your prime minister. #cdnpoli #elxn42 #GrumpyOldMen
21604,21604.jpg,21604.txt,negative,I think enjoys the new update #wcw
2826,2826.jpg,2826.txt,negative,via . ?Stand clear! Parkins 'toon on Lynton Crosby jolting Harper's dead-parrot #elxn42 campaign back to life
13256,13256.jpg,13256.txt,positive,"re: #TwitterMadeMeStart """"sharing cute animal pics"""". Me too! It's terrible, I can't seem to stop!"
22587,22587.jpg,22587.txt,negative,#ThingsBetterThanNikkisReign Laughing at Stupidity??????
9133,9133.jpg,9133.txt,negative,ME RN #ShesKindaHotVMA
19633,19633.jpg,19633.txt,positive,Hiring for Winter 2015/2016 Season: #welovewhatwedo #yycjobs
22286,22286.jpg,22286.txt,positive,Never been happier to see so much rain in a couple days. #wdywt #spiderbreds
8214,8214.jpg,8214.txt,positive,"""""Bet you didn't know, under that live oak, my favorite dog is buried in the yard"""" #NationalDogDay"
4024,4024.jpg,4024.txt,positive,Bill is the greatest coaching mind period. #DoYourJob -- Note to other coaches - understand the rules.
20790,20790.jpg,20790.txt,positive,#SelfieForNash ???? not the best pic but doing this just for you
15084,15084.jpg,15084.txt,negative,Back to school #autowa! Well I guess they can't speed...
17774,17774.jpg,17774.txt,negative,Trees down at 3rd and Balsam #vancouver #windstorm
12427,12427.jpg,12427.txt,positive,Wonderful to see #MonarchButterflies (Danaus plexippus) at #RockGarden #HamOnt
21728,21728.jpg,21728.txt,positive,he taught me how to flex ??????
5917,5917.jpg,5917.txt,negative,CCCCCCCCCCCCCCCCCCCCCCC plate. #TORvsNY #bluejays
12465,12465.jpg,12465.txt,negative,People with back injuries treated with opioids off work longer: study. #HamOnt
11209,11209.jpg,11209.txt,negative,Check out KittyPlaysGames and her DXRacer OH/DF51/NW #KittyPlaysGames #DXRacer #Canada
18801,18801.jpg,18801.txt,negative,These CPS Canine Unit Calendar dogs have bite too. #yyc
8482,8482.jpg,8482.txt,positive,Happy #NationalDogDay .... My Miss Mazie kickin it poolside ????????????????????????????
9098,9098.jpg,9098.txt,negative,#ShesKindaHotVMA this has been be for like two days straight
22328,22328.jpg,22328.txt,negative,Bianca looks so hot
11099,11099.jpg,11099.txt,positive,Basking shark off bulls bay newfoundland #canada
9896,9896.jpg,9896.txt,negative,This is the REALITY of Abortion! The part that the #cdnmedia dont want you to see #cdnpoli #CPC #NDP #LPC #GPC #CBCNN
21768,21768.jpg,21768.txt,positive,"Vancouver, British Columbia 18.0°C | 64.0°F Humidity: 77% Overcast"
8437,8437.jpg,8437.txt,positive,Happy #NationalDogDay to my furbaby Mac. #DontBullyMyBreed
9394,9394.jpg,9394.txt,negative,when he wont let you suck the D so you use a lollie pop #ShesKindaHotVMA
21712,21712.jpg,21712.txt,positive,Meet . Can't wait to watch him take over the world. #NewSong #Saturdays #NP
12694,12694.jpg,12694.txt,positive,"Trying to plan your #wedding guest list? Here is our simple, stress-free approach! #HamOnt"
21206,21206.jpg,21206.txt,positive,what's that about me being a beached whale ? Cause I think I look pretty damn good #youcanlickem
15820,15820.jpg,15820.txt,positive,Grilled chicken tostada salad - you can eat the bowl when you're done! Eat it up! #Toronto #GoJaysGo
20145,20145.jpg,20145.txt,negative,Find out how you can win a #Free at our website #JUMPsBribeOrRide #Ottawa
11733,11733.jpg,11733.txt,negative,You lookin at me #yeg
2899,2899.jpg,2899.txt,negative,If abortion is a settled issue in #Canada then why people get upset with images of abortion #TeamBennett #LPC #elxn42
9749,9749.jpg,9749.txt,negative,Death merchant wants major arms deals kept secret. Is he proud or ashamed of results? #cdnpoli
11054,11054.jpg,11054.txt,positive,Blackberry Festival photo album : #StudyInCanada #exploreBC
10660,10660.jpg,10660.txt,positive,?? is ready to #Rally4Rio! Game 2 here we go! #YEG #teamcanada #teamcanadavolleyball
7095,7095.jpg,7095.txt,positive,On stage at Woodlawn Beach Tiki Bar. Where's ? #buffalo #music
2534,2534.jpg,2534.txt,negative,"CPC candidate Gabriel Purcarus, when I asked him about his deleted FB page. #elxn42 #cdnpoli"
6945,6945.jpg,6945.txt,negative,"Girls, Wrong Direction. #RelationshipGoalsIn3Words #Vancouver #Canada #Design #Marketing #Music #Follow"
22846,22846.jpg,22846.txt,negative,Love is pain.
12662,12662.jpg,12662.txt,positive,Thanks to Andrew Spencer &Yen Shi from #HamOnt for your presentation on a career with financial services.
21555,21555.jpg,21555.txt,negative,When I say something really stupid in public which I do a lot
5205,5205.jpg,5205.txt,positive,Sat down with Penelope Cruz yesterday to discuss motherhood and mortality. #TIFF15
10696,10696.jpg,10696.txt,negative,News for #SexualAssault on #CanadaLine is missing.
13238,13238.jpg,13238.txt,negative,"Why can't we just have one normal night ? Oh yah, cause normal is BORING. #ThePartyLivesHere"
19195,19195.jpg,19195.txt,positive,The arts/science/engineering festival #Beakerhead begins today! Follow the exploits here and on . #yyc
9734,9734.jpg,9734.txt,negative,Stephen Harper today says Canada won't do more that it already does for refugees. #cdnpoli #CPC
18917,18917.jpg,18917.txt,negative,Details on abduction of 2y/o girl from Blairmore #Alberta #amberalert #abemerg #ABAmber #yyc
8870,8870.jpg,8870.txt,negative,when 5h fans start to dm you hate #ShesKindaHotVMA
19940,19940.jpg,19940.txt,negative,Something wrong with a bridge construction I suppose. #ottawa #woodroffe #traffic
8423,8423.jpg,8423.txt,negative,#HappyNationalDogDay this is my baby her name is MODAY
10241,10241.jpg,10241.txt,negative,The pain of Being forgotten like #CANADAMATTERS5SOS
5374,5374.jpg,5374.txt,negative,Wow! We get mercy'd in our 1st slo-pitch playoff game...and I come home to a #Bluejays beat-down. Not a great night!
21533,21533.jpg,21533.txt,negative,THAT I AGREE WITH
9299,9299.jpg,9299.txt,negative,COME ON FAM WE GOT THIS. DO IT FOR FETUS LUKE #ShesKindaHotVMA
11124,11124.jpg,11124.txt,positive,We wish everyone a safe & relaxing LONG weekend. What do you have planned? Enjoy the weather. #AvivaCanada #TGIF
8974,8974.jpg,8974.txt,negative,MY FOLLOWERS HATE ME #ShesKindaHotVMA
17756,17756.jpg,17756.txt,negative,Do you know why traffic is barely moving at Avison Way? #StanleyPark #Vancouver
22409,22409.jpg,22409.txt,negative,"#KimDavis, I am going to fuck your ass with |"
20104,20104.jpg,20104.txt,positive,Setting up for the biggest Biz #GolfTournament in #Ottawa
22131,22131.jpg,22131.txt,negative,My mom knows I'm pretty dang excited for Chinese ????????
18136,18136.jpg,18136.txt,positive,Mother-Daughter duo! #TheWeekendMO #WeekendMo #EndCancer #Montreal
20267,20267.jpg,20267.txt,positive,Plenty of company on the rocks of Britannia this evening for the finale to a spectacular day. #DailyPhoto #MyOttawa
5819,5819.jpg,5819.txt,positive,Let's go #BlueJays #TDTuesday
22129,22129.jpg,22129.txt,negative,my phone loves to watch me suffer
21422,21422.jpg,21422.txt,positive,Omg this guy at work is wearing bandanna pants. I didn't know how to explain so I googled
9529,9529.jpg,9529.txt,negative,Rt for blonde Michael ?? #ShesKindaHotVMA
17254,17254.jpg,17254.txt,negative,"In 2014, city of #Vancouver visited 85 different addresses #illegaldumping #cbc"
9013,9013.jpg,9013.txt,negative,RT or he will show up in your bedroom tonight #ShesKindaHotVMA
14354,14354.jpg,14354.txt,negative,5SOS please notice us we are always left out #CaribbeanNeeds5SOS #5SOStoMartinique 143
17485,17485.jpg,17485.txt,positive,"Arrived In Vancouver, little boy began his journey#Canada #Vancouver #Backtoschool #Freshmen"
9538,9538.jpg,9538.txt,positive,So where's my seniors MC Donald's discount #ShesKindaHotVMA
13799,13799.jpg,13799.txt,positive,Always choose quality ingredients! #supportlocal #grainfed #nohormones #eatwell #livewell #banquet #reception #party
13405,13405.jpg,13405.txt,positive,Fountain of Ghosts #mtl #montreal #streetphotography #art
6951,6951.jpg,6951.txt,negative,Want hot music downloads on #eatingndastreets #Hiphop #music #dope
5087,5087.jpg,5087.txt,positive,"""""Go make some movies.Tell your stories please!""""- #TIFF15 #Room"
21373,21373.jpg,21373.txt,negative,I've been listening to Cheap Girls a lot lately.
19096,19096.jpg,19096.txt,positive,#yycpride LOVE
10911,10911.jpg,10911.txt,negative,RT IF YOU'RE FROM QUEBEC #CANADAMATTERS5SOS
17216,17216.jpg,17216.txt,negative,#IllegalDumping near a soon to be demolished apartment building in #SouthVancouver #cbc
19478,19478.jpg,19478.txt,negative,U can easily smell the smoke. Conditions are alot worse today! #yyc #Calgary #abstorm
21836,21836.jpg,21836.txt,negative,Fuck my whole existence
21323,21323.jpg,21323.txt,positive,I need Agüero to ball today
9785,9785.jpg,9785.txt,negative,"HUFFPOST: """"Harper's Economic Record Is Sub-Mediocre"""" #cdnpoli"
8962,8962.jpg,8962.txt,positive,"Luke, stop being hot. #ShesKindaHotVMA"
11805,11805.jpg,11805.txt,positive,#Instagram & #Pinterest doubled users over the last 3 yrs #YegMarketing #Yeg
